ID,Gender,Ever_Married,Age,Graduated,Profession,Family_Size,Car Purchased,Country Of Origin,Year Of Purchase,Salary,Fuel Type,Language Spoken 
2514,Male,Yes,62,Yes,Entertainment,1,Volvo,France,2013,15000,Petrol,English 
2515,Female,Yes,63,No,Engineer,8,Maker,Italy,2014,120000,Petrol,French
2516,Male,No,53,Yes,Doctor,1,Lexus,France,2015,15000,Petrol,English 
2517,Male,No,28,No,Doctor,3,Alfa Romeo,UK,2016,45000,Petrol,English 
2518,Female,No,33,Yes,Engineer,3,Aston Martin,UK,2010,45000,Petrol,English 
2519,Female,Yes,45,Yes,Artist,2,Audi,USA,2011,30000,Petrol,English 
2520,Male,Yes,61,Yes,Entertainment,2,Bentley,Germany ,2012,30000,Petrol,German
2521,Female,Yes,62,,Doctor,4,BMW,USA,2013,60000,Diesel,English 
2522,Male,No,42,No,Executive,3,Cadillac,Germany ,2014,45000,Petrol,German
2523,Male,Yes,52,Yes,Executive,4,Chevrolet,USA,2015,60000,Petrol,English 
2524,Female,Yes,51,Yes,Artist,1,Chrysler,Germany ,2016,15000,Petrol,German
2525,Female,No,49,No,Entertainment,2,Citroen,USA,2012,30000,Petrol,English 
2526,Male,Yes,51,Yes,Engineer,2,Corvette,Germany ,2013,30000,Petrol,German
2527,Male,Yes,29,No,Healthcare,4,Hyundai,USA,2014,60000,Petrol,English 
2528,Male,Yes,53,Yes,Healthcare,2,Daewoo,Germany ,2015,30000,Petrol,German
2529,Male,Yes,40,Yes,,1,Daihatsu,USA,2016,15000,Petrol,English 
2530,Female,No,25,Yes,Healthcare,4,Dodge,Germany ,2017,60000,Petrol,German
2531,Female,Yes,29,No,Engineer,2,Kia,USA,2018,30000,Petrol,English 
2532,Male,Yes,60,Yes,Executive,5,Ferrari,Mexico,2016,75000,Petrol,English 
2533,Female,No,25,Yes,Healthcare,3,Fiat,Malaysia,2017,45000,Petrol,English 
2534,Male,Yes,55,Yes,Executive,2,Ford,Japan,2018,30000,Petrol,Japanese
2535,Male,Yes,66,Yes,Executive,2,Honda,Canada,2008,30000,Petrol,English 
2536,Male,No,27,Yes,Artist,6,Honda,China ,2009,90000,Petrol,Mandarin
2537,Male,Yes,51,No,Entertainment,4,Hyundai,India,2010,60000,Petrol,Gujrati
2538,Male,Yes,35,No,Artist,2,Infiniti,Italy,2011,30000,Petrol,French
2539,Male,Yes,65,Yes,Executive,2,Isuzu,China ,2010,30000,Petrol,Mandarin
2540,Female,No,20,No,Doctor,4,Jaguar,France,2011,60000,Petrol,English 
2541,Male,No,32,Yes,Marketing,5,Jeep,Italy,2012,75000,Petrol,French
2542,Female,Yes,79,Yes,Lawyer,2,Kia,France,2013,30000,Petrol,English 
2543,Female,No,21,No,Doctor,3,Lamborghini,UK,2020,45000,Hybrid,English 
2544,Male,No,36,Yes,Artist,1,Land Rover,UK,2021,15000,Hybrid,English 
2545,Female,Yes,70,Yes,Artist,2,Lexus,USA,2020,30000,Hybrid,English 
2546,Female,No,28,Yes,Healthcare,3,Lotus,Germany ,2021,45000,Hybrid,German
2547,Male,No,25,Yes,Artist,1,Maserati,USA,2016,15000,Petrol,English 
2548,Female,Yes,36,No,Entertainment,2,Maybach,Germany ,2017,30000,Petrol,German
2549,Male,No,20,No,Healthcare,4,Mazda,USA,2018,60000,Petrol,English 
2550,Male,Yes,49,No,Artist,2,McLaren,Germany ,2019,30000,Hybrid,German
2551,Female,No,28,Yes,Artist,2,Mercedes-Benz,USA,2009,30000,Petrol,English 
2552,Female,Yes,49,Yes,Artist,6,MG,Germany ,2010,90000,Petrol,German
2553,Male,No,18,No,Healthcare,4,MINI,USA,2011,60000,Petrol,English 
2554,Female,Yes,46,No,Engineer,5,Mitsubishi,Germany ,2012,75000,Petrol,German
2555,Male,Yes,47,No,Lawyer,2,Nissan,USA,2013,30000,Petrol,English 
2556,Female,No,32,No,Marketing,1,Nissan,Germany ,2014,15000,Petrol,German
2557,Male,Yes,47,Yes,Artist,2,Peugeot,USA,2015,30000,Petrol,English 
2558,Female,Yes,49,Yes,Artist,4,Porsche,Mexico,2016,60000,Petrol,English 
2559,Male,No,28,No,Healthcare,9,Proton,Malaysia,2010,135000,Petrol,English 
2560,Male,Yes,58,Yes,Artist,3,Renault,Japan,2011,45000,Petrol,Japanese
2561,Female,No,21,No,Healthcare,4,Rolls-Royce,Canada,2012,60000,Petrol,English 
2562,Male,Yes,53,Yes,Artist,2,Rover,China ,2013,30000,Petrol,Mandarin
2563,Female,Yes,67,Yes,Artist,3,Saab,India,2014,45000,Petrol,Gujrati
2564,Male,No,26,Yes,Healthcare,5,SEAT,Italy,2015,75000,Petrol,French
2565,Female,No,26,No,Artist,3,SKODA,China ,2016,45000,Petrol,Mandarin
2566,Male,Yes,40,Yes,Artist,2,Smart,France,2012,30000,Petrol,English 
2567,Male,No,25,Yes,Healthcare,3,Ssangyong,Italy,2013,45000,Petrol,French
2568,Male,No,41,Yes,Artist,1,Subaru,France,2014,15000,Petrol,English 
2569,Male,Yes,45,Yes,Executive,3,Suzuki,UK,2015,45000,Petrol,English 
2570,Female,Yes,47,Yes,Artist,2,Tesla,UK,2016,30000,Electric,English 
2571,Male,Yes,27,No,Entertainment,3,Toyota,USA,2017,45000,Petrol,English 
2572,Male,Yes,50,Yes,Entertainment,4,TVR,Germany ,2018,60000,Petrol,German
2573,Male,Yes,51,No,Artist,2,Vauxhall,USA,2016,30000,Petrol,English 
2574,Female,,28,No,Engineer,4,Volkswagen,Germany ,2017,60000,Petrol,German
2575,Female,No,39,Yes,Engineer,1,Volvo,USA,2018,15000,Petrol,English 
2576,Male,Yes,60,No,Entertainment,3,Maker,Germany ,2008,45000,Petrol,German
2577,Male,Yes,39,No,Artist,6,Lexus,USA,2009,90000,Petrol,English 
2578,Female,Yes,65,Yes,Engineer,1,Alfa Romeo,Germany ,2010,15000,Petrol,German
2579,Female,Yes,43,Yes,Marketing,1,Aston Martin,USA,2011,15000,Petrol,English 
2580,Female,Yes,58,Yes,Artist,6,Audi,Germany ,2010,90000,Petrol,German
2581,Female,Yes,31,No,Marketing,2,Bentley,USA,2011,30000,Petrol,English 
2582,Female,Yes,38,Yes,Artist,1,BMW,Germany ,2012,15000,Diesel,German
2583,Female,No,27,Yes,Artist,3,Cadillac,USA,2013,45000,Petrol,English 
2584,Female,Yes,58,Yes,Artist,2,Chevrolet,Mexico,2020,30000,Hybrid,English 
2585,Male,Yes,62,Yes,Artist,2,Chrysler,Malaysia,2021,30000,Hybrid,English 
2586,Male,No,48,Yes,Artist,1,Citroen,Japan,2020,15000,Hybrid,Japanese
2587,Male,Yes,57,Yes,Executive,2,Corvette,Canada,2021,30000,Hybrid,English 
2588,Male,Yes,42,Yes,Artist,5,Hyundai,China ,2016,75000,Petrol,Mandarin
2589,Female,Yes,68,Yes,Lawyer,2,Daewoo,India,2017,30000,Petrol,Gujrati
2590,Male,Yes,38,Yes,Engineer,4,Daihatsu,Italy,2018,60000,Petrol,French
2591,Male,Yes,31,No,Executive,3,Dodge,China ,2019,45000,Hybrid,Mandarin
2592,Female,Yes,51,No,Engineer,4,Kia,France,2009,60000,Petrol,English 
2593,Male,Yes,59,Yes,Artist,4,Ferrari,Italy,2010,60000,Petrol,French
2594,Male,Yes,36,Yes,Artist,2,Fiat,France,2011,30000,Petrol,English 
2595,Male,Yes,32,No,,3,Ford,UK,2012,45000,Petrol,English 
2596,Male,No,25,Yes,Doctor,2,Honda,UK,2013,30000,Petrol,English 
2597,Male,Yes,48,Yes,Entertainment,1,Honda,USA,2014,15000,Petrol,English 
2598,Female,,37,Yes,Doctor,1,Hyundai,Germany ,2015,15000,Petrol,German
2599,Female,Yes,70,Yes,Artist,2,Infiniti,USA,2016,30000,Petrol,English 
2600,Female,Yes,42,No,Marketing,3,Isuzu,Germany ,2010,45000,Petrol,German
2601,Male,No,26,No,Artist,2,Jaguar,USA,2011,30000,Petrol,English 
2602,Male,No,25,Yes,Artist,4,Jeep,Germany ,2012,60000,Petrol,German
2603,Female,No,36,Yes,Artist,3,Kia,USA,2013,45000,Petrol,English 
2604,Male,No,42,No,Doctor,1,Lamborghini,Germany ,2014,15000,Petrol,German
2605,Female,No,35,Yes,Artist,7,Land Rover,USA,2015,105000,Petrol,English 
2606,Female,Yes,22,No,Engineer,2,Lexus,Germany ,2016,30000,Petrol,German
2607,Female,No,36,Yes,Artist,1,Lotus,USA,2012,15000,Petrol,English 
2608,Male,Yes,47,Yes,Artist,3,Maserati,Germany ,2013,45000,Petrol,German
2609,Male,No,19,No,Healthcare,4,Maybach,USA,2014,60000,Petrol,English 
2610,Male,Yes,36,Yes,Entertainment,2,Mazda,Mexico,2015,30000,Petrol,English 
2611,Female,No,28,Yes,Doctor,3,McLaren,Malaysia,2016,45000,Petrol,English 
2612,Male,Yes,52,No,Doctor,4,Mercedes-Benz,Japan,2017,60000,Petrol,Japanese
2613,Male,Yes,50,Yes,Doctor,4,MG,Canada,2018,60000,Petrol,English 
2614,Male,Yes,47,No,Executive,4,MINI,China ,2016,60000,Petrol,Mandarin
2615,Female,No,29,Yes,Doctor,1,Mitsubishi,India,2017,15000,Petrol,Gujrati
2616,Female,No,23,No,Healthcare,4,Nissan,Italy,2018,60000,Petrol,French
2617,Male,Yes,50,Yes,Artist,4,Nissan,China ,2008,60000,Petrol,Mandarin
2618,Female,No,21,No,,4,Peugeot,France,2009,60000,Petrol,English 
2619,Female,Yes,56,Yes,Artist,1,Porsche,Italy,2010,15000,Petrol,French
2620,Male,Yes,32,Yes,Entertainment,2,Proton,France,2011,30000,Petrol,English 
2621,Female,No,32,Yes,Engineer,9,Renault,UK,2010,135000,Petrol,English 
2622,Male,Yes,63,Yes,Executive,2,Rolls-Royce,UK,2011,30000,Petrol,English 
2623,Male,Yes,50,No,Entertainment,2,Rover,USA,2012,30000,Petrol,English 
2624,Male,Yes,52,Yes,Artist,4,Saab,Germany ,2013,60000,Petrol,German
2625,Female,Yes,49,Yes,Artist,4,SEAT,USA,2020,60000,Hybrid,English 
2626,Male,No,62,No,Healthcare,1,SKODA,Germany ,2021,15000,Hybrid,German
2627,Female,Yes,55,No,Engineer,7,Smart,USA,2020,105000,Hybrid,English 
2628,Male,No,27,No,Healthcare,3,Ssangyong,Germany ,2021,45000,Hybrid,German
2629,Female,Yes,45,Yes,Artist,1,Subaru,USA,2016,15000,Petrol,English 
2630,Female,Yes,31,No,Homemaker,2,Suzuki,Germany ,2017,30000,Petrol,German
2631,Male,No,33,Yes,Healthcare,5,Tesla,USA,2018,75000,Electric,English 
2632,Male,Yes,52,Yes,Artist,2,Toyota,Germany ,2019,30000,Hybrid,German
2633,Male,No,42,Yes,Entertainment,2,TVR,USA,2009,30000,Petrol,English 
2634,Male,No,38,Yes,Executive,3,Vauxhall,Germany ,2010,45000,Petrol,German
2635,Male,Yes,84,Yes,Lawyer,2,Volkswagen,USA,2011,30000,Petrol,English 
2636,Male,Yes,67,Yes,Executive,3,Volvo,Mexico,2012,45000,Petrol,English 
2637,Female,No,32,No,Healthcare,5,Maker,Malaysia,2013,75000,Petrol,English 
2638,Female,No,33,Yes,Entertainment,2,Lexus,Japan,2014,30000,Petrol,Japanese
2639,Female,No,30,Yes,Healthcare,5,Alfa Romeo,Canada,2015,75000,Petrol,English 
2640,Male,No,18,No,Healthcare,4,Aston Martin,China ,2016,60000,Petrol,Mandarin
2641,Female,Yes,47,Yes,Artist,2,Audi,India,2010,30000,Petrol,Gujrati
2642,Male,No,29,No,Doctor,4,Bentley,Italy,2011,60000,Petrol,French
2643,Male,Yes,63,No,Executive,4,BMW,China ,2012,60000,Diesel,Mandarin
2644,Male,,55,Yes,Engineer,2,Cadillac,France,2013,30000,Petrol,English 
2645,Female,No,48,Yes,Entertainment,,Chevrolet,Italy,2014,32000,Petrol,French
2646,Male,Yes,27,Yes,Entertainment,4,Chrysler,France,2015,60000,Petrol,English 
2647,Female,Yes,43,Yes,Artist,1,Citroen,UK,2016,15000,Petrol,English 
2648,Female,Yes,50,Yes,Engineer,,Corvette,UK,2012,32000,Petrol,English 
2649,Male,No,29,No,Healthcare,3,Hyundai,USA,2013,45000,Petrol,English 
2650,Male,Yes,73,Yes,Artist,,Daewoo,Germany ,2014,32000,Petrol,German
2651,Female,Yes,57,No,Engineer,1,Daihatsu,USA,2015,15000,Petrol,English 
2652,Female,Yes,47,No,Engineer,1,Dodge,Germany ,2016,15000,Petrol,German
2653,Female,Yes,32,Yes,Executive,3,Kia,USA,2017,45000,Petrol,English 
2654,Female,Yes,25,Yes,Entertainment,2,Ferrari,Germany ,2018,30000,Petrol,German
2655,Female,Yes,79,Yes,Lawyer,2,Fiat,USA,2016,30000,Petrol,English 
2656,Female,No,41,Yes,Artist,1,Ford,Germany ,2017,15000,Petrol,German
2657,Male,Yes,36,Yes,Artist,2,Honda,USA,2018,30000,Petrol,English 
2658,Male,No,19,No,Healthcare,9,Honda,Germany ,2008,135000,Petrol,German
2659,Female,Yes,49,No,Engineer,5,Hyundai,USA,2009,75000,Petrol,English 
2660,Male,Yes,26,No,Entertainment,2,Infiniti,Germany ,2010,30000,Petrol,German
2661,Male,No,28,Yes,Artist,2,Isuzu,USA,2011,30000,Petrol,English 
2662,Male,No,84,No,Artist,1,Jaguar,Mexico,2010,15000,Petrol,English 
2663,Male,Yes,81,No,Lawyer,2,Jeep,Malaysia,2011,30000,Petrol,English 
2664,Female,No,35,Yes,Healthcare,1,Kia,Japan,2012,15000,Petrol,Japanese
2665,Male,Yes,55,Yes,Doctor,2,Lamborghini,Canada,2013,30000,Petrol,English 
2666,Male,Yes,50,No,Executive,5,Land Rover,China ,2020,75000,Hybrid,Mandarin
2667,Male,Yes,78,Yes,Lawyer,5,Lexus,India,2021,75000,Hybrid,Gujrati
2668,Male,Yes,36,No,Entertainment,4,Lotus,Italy,2020,60000,Hybrid,French
2669,Male,No,47,Yes,Marketing,1,Maserati,China ,2021,15000,Hybrid,Mandarin
2670,Male,Yes,48,No,Entertainment,5,Maybach,France,2016,75000,Petrol,English 
2671,Female,Yes,69,Yes,Marketing,2,Mazda,Italy,2017,30000,Petrol,French
2672,Male,Yes,38,No,Marketing,4,McLaren,France,2018,60000,Petrol,English 
2673,Male,Yes,36,Yes,Artist,4,Mercedes-Benz,UK,2019,60000,Hybrid,English 
2674,Female,Yes,52,No,Engineer,4,MG,UK,2009,60000,Petrol,English 
2675,Male,No,46,Yes,Artist,1,MINI,USA,2010,15000,Petrol,English 
2676,Male,No,18,No,Marketing,6,Mitsubishi,Germany ,2011,90000,Petrol,German
2677,Female,No,22,No,Healthcare,4,Nissan,USA,2012,60000,Petrol,English 
2678,Male,No,18,No,Doctor,6,Nissan,Germany ,2013,90000,Petrol,German
2679,Male,Yes,30,No,Homemaker,3,Peugeot,USA,2014,45000,Petrol,English 
2680,Male,No,32,Yes,Engineer,3,Porsche,Germany ,2015,45000,Petrol,German
2681,Male,Yes,43,No,Artist,4,Proton,USA,2016,60000,Petrol,English 
2682,Female,Yes,49,Yes,Artist,3,Renault,Germany ,2010,45000,Petrol,German
2683,Female,No,40,Yes,Homemaker,2,Rolls-Royce,USA,2011,30000,Petrol,English 
2684,Male,Yes,55,Yes,Artist,3,Rover,Germany ,2012,45000,Petrol,German
2685,Female,No,33,No,Healthcare,7,Saab,USA,2013,105000,Petrol,English 
2686,Male,No,31,Yes,Healthcare,5,SEAT,Germany ,2014,75000,Petrol,German
2687,Female,No,35,Yes,Healthcare,6,SKODA,USA,2015,90000,Petrol,English 
2688,Male,No,40,Yes,Healthcare,3,Smart,Mexico,2016,45000,Petrol,English 
2689,Male,Yes,69,No,Artist,3,Ssangyong,Malaysia,2012,45000,Petrol,English 
2690,Female,Yes,46,Yes,Artist,4,Subaru,Japan,2013,60000,Petrol,Japanese
2691,Female,Yes,63,Yes,Marketing,2,Suzuki,Canada,2014,30000,Petrol,English 
2692,Female,No,50,No,Artist,,Tesla,China ,2015,32000,Electric,Mandarin
2693,Male,Yes,61,Yes,Artist,2,Toyota,India,2016,30000,Petrol,Gujrati
2694,Female,No,50,No,Engineer,1,TVR,Italy,2017,15000,Petrol,French
2695,Female,No,25,Yes,Marketing,,Vauxhall,China ,2018,32000,Petrol,Mandarin
2696,Male,Yes,53,Yes,Artist,3,Volkswagen,France,2016,45000,Petrol,English 
2697,Female,Yes,35,Yes,Engineer,2,Volvo,Italy,2017,30000,Petrol,French
2698,Male,No,19,No,Healthcare,3,Maker,France,2018,45000,Petrol,English 
2699,Male,No,26,No,Healthcare,4,Lexus,UK,2008,60000,Petrol,English 
2700,Female,Yes,38,No,Engineer,4,Alfa Romeo,UK,2009,60000,Petrol,English 
2701,Female,No,26,No,Artist,1,Aston Martin,USA,2010,15000,Petrol,English 
2702,Male,Yes,39,Yes,Healthcare,3,Audi,Germany ,2011,45000,Petrol,German
2703,Male,Yes,39,Yes,Entertainment,4,Bentley,USA,2010,60000,Petrol,English 
2704,Female,Yes,72,Yes,Homemaker,,BMW,Germany ,2011,32000,Diesel,German
2705,Female,No,45,Yes,Artist,1,Cadillac,USA,2012,15000,Petrol,English 
2706,Male,Yes,47,No,Entertainment,4,Chevrolet,Germany ,2013,60000,Petrol,German
2707,Female,No,30,Yes,Entertainment,5,Chrysler,USA,2020,75000,Hybrid,English 
2708,Male,Yes,48,No,Executive,2,Citroen,Germany ,2021,30000,Hybrid,German
2709,Female,Yes,76,Yes,Marketing,2,Corvette,USA,2020,30000,Hybrid,English 
2710,Male,Yes,71,Yes,Entertainment,2,Hyundai,Germany ,2021,30000,Hybrid,German
2711,Female,No,41,Yes,Artist,1,Daewoo,USA,2016,15000,Petrol,English 
2712,Female,No,29,No,Entertainment,,Daihatsu,Germany ,2017,32000,Petrol,German
2713,Male,Yes,57,Yes,Artist,5,Dodge,USA,2018,75000,Petrol,English 
2714,Male,Yes,49,No,Entertainment,1,Kia,Mexico,2019,15000,Hybrid,English 
2715,Male,Yes,21,No,Healthcare,8,Ferrari,Malaysia,2009,120000,Petrol,English 
2716,Male,No,18,No,Healthcare,3,Fiat,Japan,2010,45000,Petrol,Japanese
2717,Male,No,22,No,Healthcare,3,Ford,Canada,2011,45000,Petrol,English 
2718,Female,No,33,No,Homemaker,1,Honda,China ,2012,15000,Petrol,Mandarin
2719,Male,Yes,53,Yes,Entertainment,3,Honda,India,2013,45000,Petrol,Gujrati
2720,Male,Yes,55,Yes,Artist,2,Hyundai,Italy,2014,30000,Petrol,French
2721,Male,Yes,73,Yes,Lawyer,4,Infiniti,China ,2015,60000,Petrol,Mandarin
2722,Male,Yes,89,Yes,Executive,2,Isuzu,France,2016,30000,Petrol,English 
2723,Male,Yes,59,Yes,Artist,2,Jaguar,Italy,2010,30000,Petrol,French
2724,Male,No,38,Yes,Entertainment,2,Jeep,France,2011,30000,Petrol,English 
2725,Female,No,42,Yes,Artist,2,Kia,UK,2012,30000,Petrol,English 
2726,Female,Yes,83,Yes,Lawyer,2,Lamborghini,UK,2013,30000,Petrol,English 
2727,Female,No,22,No,Healthcare,4,Land Rover,USA,2014,60000,Petrol,English 
2728,Male,Yes,46,No,Artist,4,Lexus,Germany ,2015,60000,Petrol,German
2729,Male,Yes,37,Yes,Entertainment,2,Lotus,USA,2016,30000,Petrol,English 
2730,Female,Yes,42,No,Engineer,3,Maserati,Germany ,2012,45000,Petrol,German
2731,Male,Yes,71,Yes,Artist,2,Maybach,USA,2013,30000,Petrol,English 
2732,Female,No,18,No,Healthcare,3,Mazda,Germany ,2014,45000,Petrol,German
2733,Female,No,41,Yes,Artist,1,McLaren,USA,2015,15000,Petrol,English 
2734,Male,Yes,27,Yes,Healthcare,5,Mercedes-Benz,Germany ,2016,75000,Petrol,German
2735,Female,No,53,No,Entertainment,1,MG,USA,2017,15000,Petrol,English 
2736,Female,No,28,No,Healthcare,3,MINI,Germany ,2018,45000,Petrol,German
2737,Male,Yes,35,Yes,,2,Mitsubishi,USA,2016,30000,Petrol,English 
2738,Male,No,18,No,Doctor,2,Nissan,Germany ,2017,30000,Petrol,German
2739,Male,No,19,No,Healthcare,4,Nissan,USA,2018,60000,Petrol,English 
2740,Female,No,32,No,Healthcare,4,Peugeot,Mexico,2008,60000,Petrol,English 
2741,Male,No,30,No,Healthcare,4,Porsche,Malaysia,2009,60000,Petrol,English 
2742,Male,No,36,Yes,Doctor,1,Proton,Japan,2010,15000,Petrol,Japanese
2743,Male,Yes,82,Yes,Lawyer,2,Renault,Canada,2011,30000,Petrol,English 
2744,Female,Yes,37,Yes,Engineer,1,Rolls-Royce,China ,2010,15000,Petrol,Mandarin
2745,Male,No,45,Yes,Artist,1,Rover,India,2011,15000,Petrol,Gujrati
2746,Male,No,31,Yes,,1,Saab,Italy,2012,15000,Petrol,Italian
2747,Male,Yes,27,Yes,Entertainment,4,SEAT,China ,2013,60000,Petrol,Mandarin
2748,Female,No,18,No,Healthcare,5,SKODA,France,2020,75000,Hybrid,English 
2749,Male,Yes,22,No,Doctor,4,Smart,Italy,2021,60000,Hybrid,Italian
2750,Female,No,22,No,Healthcare,6,Ssangyong,France,2020,90000,Hybrid,English 
2751,Female,No,42,No,Homemaker,1,Subaru,UK,2021,15000,Hybrid,English 
2752,Male,Yes,69,No,Doctor,1,Suzuki,UK,2016,15000,Petrol,English 
2753,Female,Yes,43,Yes,Homemaker,2,Tesla,USA,2017,30000,Electric,English 
2754,Female,Yes,89,No,Lawyer,2,Toyota,Germany ,2018,30000,Petrol,German
2755,Female,No,26,No,Healthcare,4,TVR,USA,2019,60000,Hybrid,English 
2756,Male,No,43,Yes,Artist,3,Vauxhall,Germany ,2009,45000,Petrol,German
2757,Male,Yes,30,Yes,Entertainment,2,Volkswagen,USA,2010,30000,Petrol,English 
2758,Female,Yes,60,Yes,Executive,2,Volvo,Germany ,2011,30000,Petrol,German
2759,Female,Yes,38,Yes,Doctor,4,Maker,USA,2012,60000,Petrol,English 
2760,Female,,29,Yes,Homemaker,4,Lexus,Germany ,2013,60000,Petrol,German
2761,Male,Yes,45,Yes,Entertainment,2,Alfa Romeo,USA,2014,30000,Petrol,English 
2762,Male,No,20,No,Healthcare,4,Aston Martin,Germany ,2015,60000,Petrol,German
2763,Female,Yes,51,Yes,Marketing,1,Audi,USA,2016,15000,Petrol,English 
2764,Male,Yes,36,Yes,Entertainment,4,Bentley,Germany ,2010,60000,Petrol,German
2765,Female,No,41,No,Marketing,3,BMW,USA,2011,45000,Diesel,English 
2766,Male,Yes,46,No,Entertainment,5,Cadillac,Mexico,2012,75000,Petrol,English 
2767,Female,No,30,Yes,Artist,1,Chevrolet,Malaysia,2013,15000,Petrol,English 
2768,Female,No,23,No,Homemaker,5,Chrysler,Japan,2014,75000,Petrol,Japanese
2769,Male,Yes,39,Yes,Healthcare,2,Citroen,Canada,2015,30000,Petrol,English 
2770,Male,Yes,63,Yes,Artist,4,Corvette,China ,2016,60000,Petrol,Mandarin
2771,Male,Yes,60,Yes,Artist,3,Hyundai,India,2012,45000,Petrol,Gujrati
2772,Male,No,20,No,Healthcare,3,Daewoo,Italy,2013,45000,Petrol,Italian
2773,Female,Yes,89,No,Lawyer,2,Daihatsu,China ,2014,30000,Petrol,Mandarin
2774,Female,,31,,Doctor,2,Dodge,France,2015,30000,Petrol,English 
2775,Male,No,43,Yes,Executive,4,Kia,Italy,2016,60000,Petrol,Italian
2776,Female,Yes,70,No,Lawyer,2,Ferrari,France,2017,30000,Petrol,English 
2777,Male,No,35,Yes,Artist,1,Fiat,UK,2018,15000,Petrol,English 
2778,Male,Yes,42,Yes,Artist,2,Ford,UK,2016,30000,Petrol,English 
2779,Male,Yes,39,Yes,Doctor,2,Honda,USA,2017,30000,Petrol,English 
2780,Female,Yes,29,Yes,Healthcare,2,Honda,Germany ,2018,30000,Petrol,German
2781,Female,No,38,No,Homemaker,,Hyundai,USA,2008,32000,Petrol,English 
2782,Female,Yes,74,No,Lawyer,1,Infiniti,Germany ,2009,15000,Petrol,German
2783,Male,Yes,41,Yes,Artist,2,Isuzu,USA,2010,30000,Petrol,English 
2784,Male,Yes,51,Yes,Entertainment,4,Jaguar,Germany ,2011,60000,Petrol,German
2785,Male,Yes,50,Yes,Executive,3,Jeep,USA,2010,45000,Petrol,English 
2786,Male,No,23,No,Marketing,3,Kia,Germany ,2011,45000,Petrol,German
2787,Male,No,36,Yes,Artist,3,Lamborghini,USA,2012,45000,Petrol,English 
2788,Male,No,36,Yes,Artist,1,Land Rover,Germany ,2013,15000,Petrol,German
2789,Female,Yes,50,Yes,Doctor,2,Lexus,USA,2020,30000,Hybrid,English 
2790,Male,No,23,No,Healthcare,4,Lotus,Germany ,2021,60000,Hybrid,German
2791,Female,No,37,No,Healthcare,1,Maserati,USA,2020,15000,Hybrid,English 
2792,Male,Yes,65,Yes,Executive,4,Maybach,Mexico,2021,60000,Hybrid,English 
2793,Female,No,26,Yes,Healthcare,1,Mazda,Malaysia,2016,15000,Petrol,English 
2794,Male,Yes,55,Yes,Entertainment,3,McLaren,Japan,2017,45000,Petrol,Japanese
2795,Male,Yes,65,Yes,Executive,2,Mercedes-Benz,Canada,2018,30000,Petrol,English 
2796,Female,Yes,72,Yes,Lawyer,2,MG,China ,2019,30000,Hybrid,Mandarin
2797,Male,Yes,51,Yes,Artist,2,MINI,India,2009,30000,Petrol,Gujrati
2798,Male,No,25,Yes,Artist,5,Mitsubishi,Italy,2010,75000,Petrol,Italian
2799,Male,Yes,38,No,Executive,3,Nissan,China ,2011,45000,Petrol,Mandarin
2800,Male,Yes,55,No,Artist,2,Nissan,France,2012,30000,Petrol,English 
2801,Male,Yes,46,No,Artist,,Peugeot,Italy,2013,32000,Petrol,Italian
2802,Female,No,39,Yes,Artist,3,Porsche,France,2014,45000,Petrol,English 
2803,Female,Yes,62,Yes,Artist,2,Proton,UK,2015,30000,Petrol,English 
2804,Female,Yes,37,Yes,Artist,2,Renault,UK,2016,30000,Petrol,English 
2805,Female,No,28,No,Engineer,7,Rolls-Royce,USA,2010,105000,Petrol,English 
2806,Female,No,32,Yes,Marketing,6,Rover,Germany ,2011,90000,Petrol,German
2807,Male,No,31,Yes,Doctor,2,Saab,USA,2012,30000,Petrol,English 
2808,Female,No,31,No,Healthcare,3,SEAT,Germany ,2013,45000,Petrol,German
2809,Male,No,43,Yes,Artist,,SKODA,USA,2014,32000,Petrol,English 
2810,Male,Yes,67,Yes,Artist,2,Smart,Germany ,2015,30000,Petrol,German
2811,Female,No,72,Yes,Lawyer,1,Ssangyong,USA,2016,15000,Petrol,English 
2812,Female,Yes,57,No,Engineer,3,Subaru,Germany ,2012,45000,Petrol,German
2813,Male,,58,No,Executive,3,Suzuki,USA,2013,45000,Petrol,English 
2814,Male,Yes,36,Yes,Entertainment,2,Tesla,Germany ,2014,30000,Electric,German
2815,Female,No,21,No,Homemaker,1,Toyota,USA,2015,15000,Petrol,English 
